0,1
46411,COLISÃO COM OBSTÁCULOS NO SOLO
46452,ESTOURO DE PNEU
46477,OUTROS
46521,ESTOURO DE PNEU
46368,PERDA DE CONTROLE EM VOO
46412,INDETERMINADO
46413,POUSO SEM TREM
46417,PERDA DE CONTROLE EM VOO
46419,DESORIENTAÇÃO ESPACIAL
46450,POUSO SEM TREM
46414,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
46415,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46453,F.O.D.
46478,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
46454,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46455,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
46456,ESTOURO DE PNEU
46416,POUSO BRUSCO
46446,EXCURSÃO DE PISTA
46495,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46515,COLISÃO COM OBSTÁCULOS NO SOLO
46516,FALHA DO MOTOR EM VOO
46517,ESTOURO DE PNEU
46473,ESTOURO DE PNEU
46438,FALHA DO MOTOR EM VOO
46434,OPERAÇÃO A BAIXA ALTITUDE
46439,PERDA DE CONTROLE NO SOLO
46443,FALHA DO MOTOR EM VOO
46518,ESTOURO DE PNEU
46695,TRÁFEGO AÉREO
46479,POUSO BRUSCO
50693,COM COMANDOS DE VOO
46474,ESTOURO DE PNEU
46476,COLISÃO COM OBSTÁCULOS NO SOLO
46480,ESTOURO DE PNEU
46445,COM TREM DE POUSO
46432,PERDA DE CONTROLE EM VOO
46475,PANE SECA
46481,COLISÃO COM OBSTÁCULOS NO SOLO
46433,FALHA DO MOTOR EM VOO
46449,EXCURSÃO DE PISTA
46471,FALHA DO MOTOR EM VOO
46472,ESTOURO DE PNEU
46448,FALHA DO MOTOR EM VOO
46484,COM TREM DE POUSO
46696,SOPRO DE ROTOR
46431,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46571,PERDA DE CONTROLE EM VOO
46594,COM TREM DE POUSO
46485,FALHA DO MOTOR EM VOO
46486,ESTOURO DE PNEU
50712,INDETERMINADO
46613,COLISÃO COM AVE
46487,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
46650,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46674,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46581,PERDA DE CONTROLE EM VOO
46514,PERDA DE CONTROLE NO SOLO
46648,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
46649,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46625,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46577,FALHA DO MOTOR EM VOO
46513,POUSO SEM TREM
46647,COM PARA-BRISAS / JANELA / PORTA
46497,PERDA DE CONTROLE NO SOLO
46574,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
46498,PERDA DE CONTROLE EM VOO
46512,PANE SECA
46675,COM PARA-BRISAS / JANELA / PORTA
46676,TRÁFEGO AÉREO
52069,COM TREM DE POUSO
46698,COLISÃO COM AVE
46499,FALHA DO MOTOR EM VOO
46624,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46639,INDETERMINADO
46677,TRÁFEGO AÉREO
52070,COM TREM DE POUSO
46576,FALHA DO MOTOR EM VOO
46679,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
46575,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
46699,POUSO EM LOCAL NÃO PREVISTO
46822,PANE SECA
46496,COM ROTOR
46562,PERDA DE CONTROLE EM VOO
